datetime,open,high,low,close,volume
2006-05-12,11.1275,11.2775,11.04,11.04,4555200
2006-05-11,11.1175,11.1925,11.0625,11.14,4648400
2006-05-10,11.1275,11.2425,11.1075,11.155,4437200
2006-05-09,11.1325,11.1775,11.085,11.14,3767600
2006-05-08,11.1125,11.1625,11.035,11.1275,3207600
2006-05-05,11.145,11.195,11.025,11.1675,4264000
2006-05-04,11.0575,11.215,11.01,11.0725,3476800
2006-05-03,11.0,11.1,10.8125,11.0125,5166000
2006-05-02,11.065,11.23,11.025,11.0325,4871200
2006-05-01,11.2325,11.295,11.0775,11.08,5940400
2006-04-28,11.485,11.5525,11.2475,11.2675,9577200
2006-04-27,11.225,11.4875,11.135,11.4,10770000
2006-04-26,10.9675,11.3525,10.855,11.3075,18628800
2006-04-25,10.4825,10.5425,10.325,10.485,6309200
2006-04-24,10.3775,10.48,10.35,10.4575,4907600
2006-04-21,10.635,10.635,10.3625,10.41,4739600
2006-04-20,10.545,10.59,10.4725,10.5725,7669200
2006-04-19,10.45,10.5425,10.4325,10.5425,5895200
2006-04-18,10.2575,10.5475,10.2575,10.48,8140800
2006-04-17,10.2375,10.345,10.2,10.255,6670000
2006-04-13,10.275,10.37,10.145,10.275,10023600
2006-04-12,10.32,10.3325,10.2325,10.2725,7574400
2006-04-11,10.4625,10.55,10.2975,10.345,7750400
2006-04-10,10.4975,10.5475,10.4375,10.4875,7303600
2006-04-07,10.51,10.63,10.4475,10.48,7477200
2006-04-06,10.5875,10.6175,10.475,10.4875,7756400
2006-04-05,10.6875,10.73,10.5175,10.6125,9514800
2006-04-04,10.59,10.83,10.59,10.6525,6316000
2006-04-03,10.675,10.72,10.545,10.565,5407200
2006-03-31,10.5925,10.6775,10.5775,10.6375,5405600
2006-03-30,10.6,10.75,10.5275,10.5875,2851200
2006-03-29,10.5975,10.7,10.535,10.64,3428000
2006-03-28,10.475,10.665,10.475,10.57,5618400
2006-03-27,10.625,10.6875,10.485,10.5125,4554800
2006-03-24,10.565,10.68,10.53,10.6375,3491200
2006-03-23,10.47,10.58,10.3875,10.575,3937200
2006-03-22,10.435,10.57,10.3475,10.5175,4788800
2006-03-21,10.4725,10.7925,10.47,10.4725,4796400
2006-03-20,10.585,10.6975,10.4325,10.69,3694000
2006-03-17,10.6975,10.765,10.565,10.5975,6672400
2006-03-16,10.58,10.7625,10.575,10.665,6302400
2006-03-15,10.555,10.61,10.5075,10.61,5162800
2006-03-14,10.4625,10.59,10.4175,10.565,3388800
2006-03-13,10.4475,10.4825,10.3875,10.45,4169200
2006-03-10,10.4325,10.5875,10.3525,10.4475,4825600
2006-03-09,10.5175,10.5275,10.45,10.4525,6553600
2006-03-08,10.575,10.6125,10.4525,10.475,5762000
2006-03-07,10.36,10.5925,10.29,10.5475,6796800
2006-03-06,10.46,10.53,10.3125,10.3325,7299200
2006-03-03,10.5075,10.6225,10.4225,10.49,6623600
2006-03-02,10.6675,10.74,10.5425,10.5725,6466400
2006-03-01,10.37,10.7675,10.345,10.725,8545200
2006-02-28,10.4075,10.475,10.28,10.375,8620000
2006-02-27,10.42,10.5025,10.32,10.46,10297200
2006-02-24,10.5575,10.5625,10.3175,10.37,8697200
2006-02-23,10.51,10.73,10.4625,10.6,9014400
2006-02-22,10.315,10.4925,10.2875,10.44,5347200
2006-02-21,10.335,10.3975,10.2125,10.3025,5566800
2006-02-17,10.3125,10.4525,10.24,10.375,6116000
2006-02-16,10.325,10.4325,10.275,10.35,8927600
2006-02-15,10.1,10.325,10.0775,10.295,6568800
2006-02-14,10.205,10.2625,10.1275,10.165,9291600
2006-02-13,10.095,10.285,10.095,10.1975,10424400
2006-02-10,10.175,10.255,10.0725,10.235,11988800
2006-02-09,10.54,10.6,10.175,10.1975,14424400
2006-02-08,10.7575,10.8375,10.525,10.545,9261600
2006-02-07,10.7225,10.905,10.695,10.7575,11875200
2006-02-06,10.57,10.805,10.4525,10.75,6352000
2006-02-03,10.775,10.82,10.595,10.62,7049600
2006-02-02,10.95,10.995,10.8425,10.885,6236400
2006-02-01,10.96,11.06,10.875,10.995,8909200
2006-01-31,11.2325,11.25,10.94,10.995,13384400
2006-01-30,11.2775,11.365,11.0925,11.1975,5515200
2006-01-27,10.8725,11.33,10.86,11.2825,6207200
2006-01-26,10.9775,11.025,10.875,10.935,7406000
2006-01-25,10.91,10.9575,10.7425,10.755,6138800
2006-01-24,10.9375,11.0875,10.92,10.9375,5312800
2006-01-23,10.8775,10.995,10.845,10.9425,4489600
2006-01-20,11.095,11.16,10.86,10.89,6731200
2006-01-19,11.1825,11.26,11.0475,11.16,5368000
2006-01-18,11.1075,11.2775,11.08,11.16,5448400
2006-01-17,10.9475,11.1,10.8375,11.0775,5196000
2006-01-13,11.025,11.04,10.8575,10.955,4201600
2006-01-12,10.965,11.11,10.9325,10.97,5295600
2006-01-11,11.0175,11.0875,10.955,10.99,6065200
2006-01-10,11.0625,11.0625,10.92,11.005,7663600
2006-01-09,11.1775,11.295,11.125,11.2875,5208400
2006-01-06,11.2375,11.2425,11.0275,11.2125,4714800
2006-01-05,11.1075,11.1725,11.0375,11.1725,5084000
2006-01-04,11.0,11.0775,10.8425,11.075,6338400
2006-01-03,10.915,10.9875,10.7525,10.9225,5774000
2005-12-30,10.9225,10.9825,10.8,10.8175,3404400
2005-12-29,10.945,11.095,10.9025,10.985,3380400
2005-12-28,10.85,11.0,10.85,10.935,3374800
2005-12-27,10.9175,11.0925,10.84,10.875,2768000
2005-12-23,11.0625,11.1175,10.935,10.9575,2564400
2005-12-22,10.905,11.025,10.795,11.0025,3373200
2005-12-21,10.875,10.9975,10.8425,10.94,5917600
2005-12-20,10.725,10.92,10.6325,10.89,6760800
2005-12-19,10.785,10.8525,10.675,10.72,5843200
2005-12-16,10.7775,10.9025,10.705,10.7125,13304000
2005-12-15,10.8,10.8625,10.67,10.8,6498000
2005-12-14,10.6875,10.805,10.6525,10.75,10155600
2005-12-13,10.7075,10.795,10.6375,10.75,6393600
2005-12-12,10.805,10.8625,10.705,10.75,5884400
2005-12-09,10.9,11.0,10.775,10.785,5706400
2005-12-08,10.955,11.035,10.8375,10.9225,5164000
2005-12-07,10.9925,11.0,10.8575,10.9125,7867600
2005-12-06,11.075,11.115,10.9175,10.9575,10344000
2005-12-05,11.2625,11.36,10.92,11.065,8628400
2005-12-02,11.5,11.585,11.3875,11.55,2424400
2005-12-01,11.3925,11.5575,11.3575,11.5225,4249600
2005-11-30,11.44,11.4775,11.275,11.3775,5104800
2005-11-29,11.445,11.57,11.4325,11.4475,3593200
2005-11-28,11.545,11.5475,11.3325,11.3525,3837200
2005-11-25,11.55,11.55,11.465,11.5325,1426400
2005-11-23,11.455,11.6275,11.4375,11.5425,2533600
2005-11-22,11.6525,11.675,11.48,11.5575,4475200
2005-11-21,11.5525,11.6675,11.5175,11.63,3366000
2005-11-18,11.6875,11.7225,11.3925,11.5,4220800
2005-11-17,11.36,11.545,11.265,11.545,3986400
2005-11-16,11.25,11.32,11.175,11.29,4082800
2005-11-15,11.215,11.275,11.1725,11.2125,4273200
2005-11-14,11.1575,11.215,11.085,11.2,2364400
2005-11-11,11.25,11.265,11.135,11.1575,4012800
2005-11-10,11.1625,11.27,10.995,11.2125,5188400
2005-11-09,11.055,11.2575,11.0,11.0925,7742400
2005-11-08,11.105,11.1475,10.8675,11.02,8203600
2005-11-07,11.2175,11.23,11.08,11.1075,3517600
2005-11-04,11.225,11.2325,11.045,11.125,4547200
2005-11-03,11.055,11.2625,11.0275,11.1725,4907200
2005-11-02,10.925,11.0275,10.89,10.97,4767600
2005-11-01,10.8675,10.975,10.7025,10.8975,5988400
2005-10-31,10.7675,10.985,10.7225,10.92,7213600
2005-10-28,10.735,10.77,10.72,10.7525,9324000
2005-10-27,10.7775,10.7775,10.5675,10.645,8662000
2005-10-26,10.8075,10.845,10.655,10.75,7906800
2005-10-25,10.6475,10.7825,10.625,10.76,11158000
2005-10-24,10.5925,10.6725,10.2625,10.6475,12964400
2005-10-21,11.065,11.1875,10.56,10.61,22802000
2005-10-20,11.4175,11.46,11.2725,11.3375,6979600
2005-10-19,11.0775,11.415,11.0375,11.415,5084800
2005-10-18,11.1475,11.1525,11.0375,11.065,5422800
2005-10-17,11.2,11.235,11.045,11.1225,3733600
2005-10-14,11.2125,11.2425,11.035,11.225,3497200
2005-10-13,11.18,11.27,11.1125,11.18,6587600
2005-10-12,11.28,11.315,11.1125,11.2275,5689200
2005-10-11,11.2175,11.2975,11.08,11.2525,5372800
2005-10-10,11.29,11.3,11.1775,11.21,3203600
2005-10-07,11.2325,11.375,11.0875,11.3075,4380400
2005-10-06,11.3575,11.405,11.105,11.19,4818400
2005-10-05,11.4325,11.5125,11.34,11.3475,6338800
2005-10-04,11.415,11.6025,11.4025,11.4425,5388000
2005-10-03,11.45,11.52,11.365,11.385,7484400
2005-09-30,11.26,11.4675,11.26,11.4675,4572400
2005-09-29,11.0975,11.3325,10.9825,11.33,5816000
2005-09-28,11.09,11.155,10.9875,11.05,5226400
2005-09-27,11.08,11.175,11.045,11.0675,4092800
2005-09-26,11.1375,11.14,10.975,11.03,4610800
2005-09-23,11.0625,11.1575,10.85,11.0675,4474400
2005-09-22,11.085,11.175,10.9525,11.0575,6126800
2005-09-21,11.0,11.09,10.87,11.0275,5607600
2005-09-20,11.125,11.1875,10.9425,11.025,4672000
2005-09-19,11.255,11.2575,11.05,11.0925,4149600
2005-09-16,11.2025,11.26,11.0325,11.1875,9390000
2005-09-15,11.2725,11.3025,11.2025,11.2025,4728400
2005-09-14,11.3425,11.3425,11.1925,11.22,3124800
2005-09-13,11.4,11.4075,11.245,11.305,3081200
2005-09-12,11.3075,11.42,11.165,11.3825,3652800
2005-09-09,11.25,11.3,11.2,11.275,2045200
2005-09-08,11.27,11.3125,11.2,11.2425,3967600
2005-09-07,11.3125,11.33,11.21,11.325,3189600
2005-09-06,11.2,11.375,11.175,11.3025,3530000
2005-09-02,11.1,11.1925,11.08,11.1525,2430000
2005-09-01,11.2075,11.245,11.0175,11.08,4410800
2005-08-31,11.025,11.225,10.9625,11.225,6940000
2005-08-30,11.1225,11.165,10.905,10.9975,6565200
2005-08-29,11.1475,11.235,11.0975,11.19,4224000
2005-08-26,11.18,11.2075,11.025,11.1475,4676000
2005-08-25,11.2675,11.2975,11.135,11.1825,4156800
2005-08-24,11.255,11.4925,11.2325,11.285,5324000
2005-08-23,11.25,11.325,11.2225,11.3,3289600
2005-08-22,11.2625,11.38,11.2075,11.29,5739200
2005-08-19,11.4775,11.53,11.4,11.435,3381600
2005-08-18,11.53,11.5725,11.38,11.5075,3129600
2005-08-17,11.52,11.575,11.38,11.5375,3872000
2005-08-16,11.6725,11.6725,11.495,11.55,3895600
2005-08-15,11.625,11.7125,11.5525,11.7025,4398800
2005-08-12,11.4875,11.6725,11.47,11.645,5072400
2005-08-11,11.4125,11.585,11.39,11.565,5685200
2005-08-10,11.51,11.54,11.3,11.3575,6748000
2005-08-09,11.435,11.4975,11.355,11.495,4834400
2005-08-08,11.305,11.435,11.295,11.4025,5290400
2005-08-05,11.325,11.435,11.275,11.315,5454400
2005-08-04,11.2575,11.3375,11.225,11.305,4868800
2005-08-03,11.1125,11.3225,10.9625,11.31,8095600
2005-08-02,10.9775,11.08,10.9375,11.0725,7623200
2005-08-01,11.11,11.125,10.965,10.99,4618000
2005-07-29,11.0625,11.15,11.055,11.0925,4175200
2005-07-28,11.185,11.185,11.065,11.115,5429600
2005-07-27,10.9425,11.2075,10.8675,11.185,7633200
2005-07-26,10.7275,11.01,10.705,10.9275,9191600
2005-07-25,10.8025,10.8475,10.515,10.6875,10936000
2005-07-22,11.0775,11.385,10.8,10.9,14977600
2005-07-21,11.1975,11.1975,10.93,11.115,5199600
2005-07-20,11.25,11.2675,11.0725,11.25,4289600
2005-07-19,11.19,11.2725,11.1475,11.2675,2618800
2005-07-18,11.1425,11.25,11.1425,11.1475,2657200
2005-07-15,11.1875,11.275,11.1375,11.1875,4427600
2005-07-14,11.0375,11.16,10.9875,11.16,2949600
2005-07-13,11.0375,11.0925,10.96,11.025,2875200
2005-07-12,11.15,11.1575,11.0125,11.05,3789600
2005-07-11,11.145,11.1825,11.01,11.13,4563600
2005-07-08,10.82,11.105,10.7075,11.1,5212000
2005-07-07,10.75,10.8675,10.625,10.85,3706800
2005-07-06,10.8775,10.93,10.77,10.8,3894400
2005-07-05,10.8375,10.955,10.735,10.9175,5886400
2005-07-01,10.875,10.885,10.765,10.785,3523200
2005-06-30,10.755,10.9,10.7,10.7225,4427600
2005-06-29,10.7925,10.845,10.74,10.8075,3365600
2005-06-28,10.71,10.875,10.68,10.835,4285600
2005-06-27,10.545,10.6625,10.52,10.6425,5241200
2005-06-24,10.535,10.6425,10.4875,10.5375,4969200
2005-06-23,10.79,10.81,10.52,10.535,6247200
2005-06-22,10.875,10.9025,10.69,10.7625,5043200
2005-06-21,10.725,10.85,10.7,10.77,4394800
2005-06-20,10.7575,10.7625,10.65,10.705,3972800
2005-06-17,10.9175,11.015,10.6375,10.7175,11757600
2005-06-16,10.8325,10.8475,10.6975,10.7925,3804800
2005-06-15,10.925,10.925,10.665,10.795,5846000
2005-06-14,10.9375,10.9575,10.8075,10.855,4813600
2005-06-13,10.96,11.0625,10.89,10.9075,5337200
2005-06-10,11.0525,11.0625,10.8825,10.9525,4340400
2005-06-09,10.885,11.05,10.825,11.0475,6461200
2005-06-08,10.88,10.9175,10.81,10.8525,4009600
2005-06-07,11.0425,11.0475,10.83,10.85,6210400
2005-06-06,10.78,11.0075,10.76,10.9775,5248400
2005-06-03,10.815,10.885,10.76,10.7725,5245600
2005-06-02,10.7925,10.8675,10.74,10.8425,7641600
2005-06-01,10.74,10.9425,10.7175,10.8125,6438400
2005-05-31,10.7175,10.79,10.5975,10.7475,11300400
2005-05-27,10.6,10.7125,10.56,10.6825,4015600
2005-05-26,10.57,10.6575,10.4575,10.6525,7782400
2005-05-25,10.8525,10.855,10.6525,10.665,7258400
2005-05-24,10.835,10.895,10.7725,10.825,6870800
2005-05-23,10.785,10.8775,10.7125,10.83,8368400
2005-05-20,10.825,10.9275,10.7625,10.7825,7775200
2005-05-19,10.7775,10.8725,10.7275,10.8025,8384800
2005-05-18,10.755,10.7675,10.65,10.7275,7814800
2005-05-17,10.765,10.7825,10.6225,10.7,7619200
2005-05-16,10.805,10.88,10.675,10.7475,6664400
2005-05-13,10.8375,10.8975,10.625,10.75,6639600
2005-05-12,10.7975,10.9,10.705,10.7925,5478800
2005-05-11,10.825,10.935,10.6325,10.735,6328400
2005-05-10,10.6375,10.875,10.6175,10.8575,9707600
2005-05-09,10.675,10.725,10.6175,10.7075,5036000
2005-05-06,10.8,10.8,10.6375,10.6675,3796800
2005-05-05,10.755,10.805,10.615,10.68,6668400
2005-05-04,10.75,10.8325,10.715,10.8125,9488800
2005-05-03,10.7425,10.77,10.62,10.6925,8204800
2005-05-02,10.6025,10.7725,10.58,10.715,12952800
2005-04-29,10.435,10.58,10.3875,10.575,8893600
2005-04-28,10.59,10.595,10.375,10.4,6580400
2005-04-27,10.5625,10.71,10.5525,10.63,7091200
2005-04-26,10.56,10.68,10.5175,10.59,7907600
2005-04-25,10.485,10.5875,10.42,10.565,9399200
2005-04-22,10.3,10.655,10.25,10.4525,21689200
2005-04-21,10.0125,10.26,10.0125,10.0625,14824800
2005-04-20,10.0725,10.11,9.8825,9.95,5596400
2005-04-19,9.9,10.13,9.8875,10.075,6670800
2005-04-18,10.2,10.2725,9.9775,10.0225,13083600
2005-04-15,10.11,10.27,10.05,10.2175,12307200
2005-04-14,10.19,10.2625,10.155,10.215,9448000
2005-04-13,10.1725,10.25,10.1025,10.1375,5860800
2005-04-12,9.9625,10.175,9.9625,10.175,7915200
2005-04-11,9.875,10.0025,9.875,9.9975,4171600
2005-04-08,9.975,10.01,9.8775,9.89,3522000
2005-04-07,9.88,10.0075,9.8,9.9775,8543600
2005-04-06,9.895,9.99,9.81,9.86,5349200
2005-04-05,9.9075,9.965,9.825,9.83,4922800
2005-04-04,9.865,9.93,9.805,9.9,6924400
2005-04-01,10.02,10.0575,9.735,9.875,6830800
2005-03-31,9.8975,10.035,9.8975,9.95,9264800
2005-03-30,9.66,9.955,9.65,9.8775,10250000
2005-03-29,9.5825,9.7225,9.57,9.67,6613200
2005-03-28,9.5125,9.7725,9.5125,9.615,6940400
2005-03-24,9.6,9.645,9.4625,9.4625,7177200
2005-03-23,9.475,9.67,9.475,9.62,4724000
2005-03-22,9.6,9.625,9.4575,9.5025,8256800
2005-03-21,9.3125,9.63,9.3025,9.565,9364400
2005-03-18,9.34,9.3775,9.2375,9.28,7165200
2005-03-17,9.2675,9.39,9.2675,9.3225,7384000
2005-03-16,9.5425,9.5675,9.3025,9.325,6048800
2005-03-15,9.7325,9.78,9.545,9.5975,7150800
2005-03-14,9.5575,9.715,9.55,9.715,5827200
2005-03-11,9.5125,9.545,9.4625,9.505,5370400
2005-03-10,9.5475,9.565,9.415,9.5,5145200
2005-03-09,9.6075,9.64,9.5375,9.56,5521600
2005-03-08,9.75,9.8,9.605,9.6075,5454400
2005-03-07,9.6325,9.8225,9.6325,9.7875,5298800
2005-03-04,9.635,9.71,9.605,9.655,4291600
2005-03-03,9.675,9.675,9.485,9.5825,4362000
2005-03-02,9.54,9.6775,9.505,9.64,4710400
2005-03-01,9.51,9.585,9.4525,9.5425,4190400
2005-02-28,9.5175,9.625,9.3975,9.485,5691200
2005-02-25,9.405,9.5475,9.35,9.5,4303600
2005-02-24,9.235,9.4125,9.2175,9.385,4687200
2005-02-23,9.2125,9.2775,9.0825,9.2375,8402000
2005-02-22,9.4,9.475,9.3075,9.3075,4523600
2005-02-18,9.4025,9.5675,9.375,9.455,4298000
2005-02-17,9.53,9.5575,9.4025,9.42,3216000
2005-02-16,9.5925,9.6125,9.505,9.54,3655600
2005-02-15,9.58,9.725,9.53,9.605,4926800
2005-02-14,9.64,9.675,9.525,9.585,2549600
2005-02-11,9.4725,9.735,9.395,9.6425,5284400
2005-02-10,9.535,9.5625,9.4075,9.44,5978800
2005-02-09,9.6525,9.66,9.4625,9.5275,4197600
2005-02-08,9.69,9.745,9.6325,9.655,3574800
2005-02-07,9.795,9.8,9.6825,9.7325,3592400
2005-02-04,9.625,9.7925,9.6,9.7925,8211200
2005-02-03,9.65,9.67,9.585,9.62,6263200
2005-02-02,9.6125,9.7125,9.58,9.645,8511600
2005-02-01,9.5325,9.6475,9.4625,9.625,10499200
2005-01-31,9.5925,9.6625,9.495,9.5625,10780400
2005-01-28,10.1025,10.145,9.295,9.6175,31710400
2005-01-27,9.8925,9.9375,9.7675,9.89,8571600
2005-01-26,9.87,9.9325,9.7625,9.885,4867600
2005-01-25,9.89,9.97,9.8525,9.8525,4862000
2005-01-24,9.655,9.9125,9.6275,9.8625,6677600
2005-01-21,9.725,9.735,9.6525,9.6725,5602000
2005-01-20,9.6675,9.75,9.64,9.69,4874400
2005-01-19,9.8025,9.8225,9.6675,9.6675,3979600
2005-01-18,9.73,9.8125,9.7,9.79,5604400
2005-01-14,9.695,9.825,9.6675,9.75,4957200
2005-01-13,9.8,9.8275,9.675,9.685,7760400
2005-01-12,9.78,9.8475,9.6825,9.8475,6313200
2005-01-11,9.8375,9.8825,9.775,9.8,6227200
2005-01-10,10.0125,10.06,9.845,9.8825,6340000
2005-01-07,10.0025,10.0875,9.975,10.025,6159600
2005-01-06,9.9325,10.065,9.9125,10.0,7372800
2005-01-05,9.805,9.9875,9.795,9.9275,5280000
2005-01-04,10.0125,10.13,9.86,9.8775,5159600
2005-01-03,10.04,10.1,9.9275,10.005,7006000
2004-12-31,10.0625,10.09,10.0,10.0475,2043200
2004-12-30,10.105,10.1775,10.0275,10.06,2035200
2004-12-29,10.0925,10.1675,10.055,10.16,2341600
2004-12-28,10.02,10.135,9.9425,10.11,2937200
2004-12-27,10.145,10.145,9.895,10.01,3667200
2004-12-23,10.0575,10.14,9.9925,10.1225,3116000
2004-12-22,9.9775,10.2525,9.965,10.1025,5977200
2004-12-21,9.985,10.125,9.9725,10.0375,4458000
2004-12-20,9.9575,10.0,9.895,9.96,6270000
2004-12-17,9.52,9.9975,9.445,9.9375,16421600
2004-12-16,9.63,9.6625,9.38,9.45,6534400
2004-12-15,9.8,9.805,9.5625,9.6275,8136000
2004-12-14,9.7225,9.7875,9.63,9.785,5747600
2004-12-13,9.7725,9.7925,9.685,9.7525,3151200
2004-12-10,9.67,9.75,9.6225,9.7275,3866000
2004-12-09,9.7525,9.8125,9.5875,9.765,4432000
2004-12-08,9.74,9.855,9.7,9.7775,3406000
2004-12-07,9.875,9.875,9.64,9.68,3851600
2004-12-06,9.78,9.87,9.6675,9.84,4520800
2004-12-03,9.75,9.7825,9.63,9.7075,4678800
2004-12-02,9.7425,9.785,9.6325,9.7525,6425600
2004-12-01,9.675,9.8625,9.635,9.7675,5673600
2004-11-30,9.855,9.855,9.565,9.6275,6222800
2004-11-29,9.7875,9.8675,9.7275,9.8075,9712000
2004-11-26,9.655,9.785,9.5975,9.695,2374400
2004-11-24,9.525,9.6925,9.5125,9.655,4467600
2004-11-23,9.495,9.5225,9.3725,9.49,4944800
2004-11-22,9.2325,9.4725,9.2025,9.4475,6357200
2004-11-19,9.35,9.36,9.1375,9.215,4816800
2004-11-18,9.325,9.3275,9.23,9.32,4197600
2004-11-17,9.2625,9.365,9.2275,9.2875,5117600
2004-11-16,9.3875,9.4125,9.2575,9.2975,3893200
2004-11-15,9.4325,9.48,9.33,9.4075,6098800
2004-11-12,9.375,9.4775,9.305,9.4725,5288800
2004-11-11,9.3,9.4375,9.3,9.4275,4146000
2004-11-10,9.285,9.325,9.1675,9.295,7038800
2004-11-09,9.275,9.365,9.16,9.2025,5000400
2004-11-08,9.3875,9.4,9.19,9.275,8391600
2004-11-05,9.09,9.3475,9.0275,9.34,13557600
2004-11-04,8.8775,9.0975,8.8675,9.0525,7736000
2004-11-03,8.925,8.9575,8.8075,8.9125,9265600
2004-11-02,8.7675,8.9575,8.7275,8.74,6979200
2004-11-01,9.0,9.0,8.7575,8.7775,5402400
2004-10-29,8.985,8.99,8.79,8.885,4007600
2004-10-28,8.85,8.975,8.7675,8.975,5663600
2004-10-27,8.66,8.93,8.6025,8.8825,5403200
2004-10-26,8.6,8.6875,8.5,8.6775,5245600
2004-10-25,8.47,8.6,8.32,8.5775,7068400
2004-10-22,8.5525,8.7875,8.465,8.525,13498400
2004-10-21,8.7025,8.855,8.5675,8.85,5729200
2004-10-20,8.5875,8.7,8.4475,8.6725,6004800
2004-10-19,8.74,8.7625,8.5375,8.55,5327200
2004-10-18,8.5825,8.7525,8.54,8.7525,5940400
2004-10-15,8.565,8.655,8.505,8.6,7917200
2004-10-14,8.6175,8.65,8.4975,8.53,3593600
2004-10-13,8.74,8.7925,8.5325,8.59,5254400
2004-10-12,8.7375,8.795,8.6325,8.7,6793200
2004-10-11,8.8475,8.86,8.795,8.83,2545600
2004-10-08,8.9825,9.01,8.7725,8.8025,6402800
2004-10-07,9.0775,9.1225,8.9525,8.955,4814400
2004-10-06,9.0525,9.12,9.015,9.12,9465600
2004-10-05,8.9925,9.1,8.8625,9.0575,8992000
2004-10-04,8.96,9.0775,8.9275,9.025,8425200
2004-10-01,8.7175,9.0025,8.625,8.9475,9887200
2004-09-30,8.6275,8.72,8.5875,8.715,4652000
2004-09-29,8.5125,8.6675,8.4175,8.625,4288400
2004-09-28,8.4775,8.5625,8.445,8.5475,3737600
2004-09-27,8.4575,8.515,8.43,8.4375,4629200
2004-09-24,8.5625,8.7025,8.5275,8.5825,6202800
2004-09-23,8.5525,8.6325,8.5425,8.5475,5328000
2004-09-22,8.81,8.8125,8.565,8.5875,4803600
2004-09-21,8.85,8.875,8.77,8.805,4386400
2004-09-20,8.905,8.905,8.77,8.82,4974400
2004-09-17,9.085,9.085,8.84,8.8625,7395600
2004-09-16,9.015,9.055,8.96,9.005,2050400
2004-09-15,9.045,9.1025,8.935,8.9725,2083200
2004-09-14,9.035,9.14,8.9725,9.0725,4568000
2004-09-13,8.9625,9.0425,8.8825,9.0025,3994400
2004-09-10,8.755,8.9725,8.7225,8.9675,4513200
2004-09-09,8.7125,8.8875,8.6875,8.77,5878400
2004-09-08,8.7375,8.84,8.6325,8.6525,3756800
2004-09-07,8.675,8.83,8.6425,8.7275,5229600
2004-09-03,8.7075,8.75,8.5475,8.62,3974000
2004-09-02,8.72,8.75,8.6275,8.7375,3044400
2004-09-01,8.6275,8.7375,8.5175,8.6475,3995200
2004-08-31,8.7275,8.7475,8.59,8.695,4816000
2004-08-30,8.81,8.82,8.695,8.7175,3366000
2004-08-27,8.8,8.865,8.765,8.785,2246000
2004-08-26,8.85,8.8925,8.79,8.845,2752000
2004-08-25,8.7425,8.9,8.6925,8.875,4554000
2004-08-24,8.6825,8.7625,8.66,8.73,4008400
2004-08-23,8.6275,8.7225,8.585,8.635,3828000
2004-08-20,8.51,8.66,8.4675,8.6225,3055600
2004-08-19,8.525,8.6275,8.4525,8.51,4415600
2004-08-18,8.45,8.6275,8.4125,8.555,5657200
2004-08-17,8.515,8.56,8.375,8.4125,3911200
2004-08-16,8.435,8.5375,8.35,8.465,4349600
2004-08-13,8.425,8.45,8.3275,8.39,5308800
2004-08-12,8.2575,8.48,8.2325,8.425,7761600
2004-08-11,8.335,8.3925,8.2875,8.3425,4257600
2004-08-10,8.1825,8.3975,8.1775,8.39,5607200
2004-08-09,8.1,8.235,8.05,8.185,8166400
2004-08-06,8.295,8.3125,8.0925,8.11,7167600
2004-08-05,8.5,8.5,8.27,8.2925,6118000
2004-08-04,8.5325,8.635,8.485,8.51,6716000
2004-08-03,8.6775,8.6875,8.5225,8.5425,6901600
2004-08-02,8.525,8.715,8.3775,8.7075,7120400
2004-07-30,8.4675,8.6175,8.4375,8.565,6062800
2004-07-29,8.6375,8.6425,8.19,8.55,10650000
2004-07-28,8.5475,8.6225,8.3625,8.56,5928000
2004-07-27,8.5125,8.645,8.4925,8.5975,4700400
2004-07-26,8.505,8.5675,8.2675,8.4925,5968800
2004-07-23,8.6,8.6275,8.46,8.4925,6249200
2004-07-22,8.9375,8.955,8.4275,8.625,16597200
2004-07-21,9.185,9.2175,8.9475,8.9475,5260800
2004-07-20,9.0925,9.215,8.9975,9.215,3856800
2004-07-19,9.075,9.1825,8.9475,9.045,4805600
2004-07-16,9.0,9.095,8.95,9.0025,6509600
2004-07-15,9.03,9.055,8.9175,8.95,5142000
2004-07-14,9.035,9.0425,8.9275,8.9625,6316800
2004-07-13,9.2275,9.305,9.04,9.0425,6265200
2004-07-12,9.205,9.325,9.15,9.2825,3913200
2004-07-09,9.1875,9.33,9.105,9.315,4208800
2004-07-08,9.3175,9.365,9.17,9.175,4187600
2004-07-07,9.3975,9.52,9.3025,9.3375,7288400
2004-07-06,9.45,9.515,9.37,9.3725,4648800
2004-07-02,9.45,9.5375,9.375,9.4325,5473200
2004-07-01,9.675,9.7625,9.4675,9.47,5035600
2004-06-30,9.7475,9.7825,9.5675,9.7225,6550800
2004-06-29,9.68,9.85,9.675,9.7725,4262000
2004-06-28,9.7625,9.9225,9.685,9.72,7854400
2004-06-25,9.8325,9.8425,9.68,9.7625,6056400
2004-06-24,9.66,9.85,9.61,9.79,5383600
2004-06-23,9.6775,9.6775,9.485,9.65,5347600
2004-06-22,9.625,9.7075,9.5275,9.665,5807200
2004-06-21,9.615,9.67,9.5625,9.605,4984400
2004-06-18,9.455,9.635,9.35,9.57,7870000
2004-06-17,9.5225,9.5225,9.325,9.4975,4000400
2004-06-16,9.4825,9.505,9.405,9.4575,4250800
2004-06-15,9.3725,9.5525,9.275,9.455,4654800
2004-06-14,9.4,9.4075,9.25,9.28,3510000
